Name,Hometown,Occupation,Season,Elimination,Age,AgeDiff,ElimFac
Abbie Chatfield,"Brisbane, Queensland",Property Analyst,35,16,23.0,8.0,0.9411764705882353
Helena Sauzier,"Perth, Western Australia",Wellness Coach,35,15,25.0,6.0,0.8823529411764706
Emma Roche,"Sydney, New South Wales",Fashion Brand Manager,35,14,32.0,1.0,0.8235294117647058
Elly Miles,"Newcastle, New South Wales",Nurse,35,13,24.0,7.0,0.7647058823529411
Kristen Czyszek,"Brisbane, Queensland",China Researcher,35,12,25.0,6.0,0.7058823529411765
Sogand Mohtat,"Sydney, New South Wales",Civil Engineer,35,11,30.0,1.0,0.6470588235294118
Mary Viturino,"Melbourne, Victoria",Cook,35,10,31.0,0.0,0.5882352941176471
Nichole Wood,"Gold Coast, Queensland",Café Manager,35,10,25.0,6.0,0.5882352941176471
Nikki Ferris,"Sydney, New South Wales",Student,35,9,24.0,7.0,0.5294117647058824
Rachael Arahill,"Sydney, New South Wales",Personal Trainer,35,9,23.0,8.0,0.5294117647058824
Cassandra Mamone,"Adelaide, South Australia",Jewellery Designer,35,8,33.0,2.0,0.47058823529411764
Brianna Ferrante,"Perth, Western Australia",Clerical Officer,35,7,24.0,7.0,0.4117647058823529
Monique Morley,"Sydney, New South Wales",Fashion Designer,35,6,26.0,5.0,0.35294117647058826
Vakoo Kauapirura,"Sydney, New South Wales",Model,35,6,23.0,8.0,0.35294117647058826
Julia Hyde,"Sydney, New South Wales",Children's Entertainer,35,5,28.0,3.0,0.29411764705882354
Isabelle Davies,"Gold Coast, Queensland",Pilates Instructor,35,4,29.0,2.0,0.23529411764705882
Jessica Brody,"Melbourne, Victoria",Makeup Artist,35,3,30.0,1.0,0.17647058823529413
Jessie Fredriksen,"Perth, Western Australia",Executive PA,35,3,30.0,1.0,0.17647058823529413
Renee Barrett,"Darwin, Northern Territory",Healthcare Coordinator,35,3,25.0,6.0,0.17647058823529413
Danush Deravi,"Melbourne, Victoria",Accountant,35,2,34.0,3.0,0.11764705882352941
Georgina Powell,"Brisbane, Queensland",Cosmetic Nurse,35,2,32.0,1.0,0.11764705882352941
Hannah Chapman,"Melbourne, Victoria",Social Media Manager,35,2,25.0,6.0,0.11764705882352941
Sam Royce,"Melbourne, Victoria",Public Servant,35,2,29.0,2.0,0.11764705882352941
Tara Norman,"Geelong, Victoria",Nurse,35,2,25.0,6.0,0.11764705882352941
Tash Dowell,"Sydney, New South Wales",Sports Teacher,35,2,34.0,3.0,0.11764705882352941
Keely Spedding,"Brisbane, Queensland",Textiles Designer,35,1,27.0,4.0,0.058823529411764705
Sophie Oddo,"Melbourne, Victoria",Copywriter,35,1,25.0,6.0,0.058823529411764705
Irena Srbinovska,Melbourne,Nurse,36,15,31.0,1.0,1.0
Bella Varelis,Sydney,Marketing Consultant,36,14,25.0,5.0,0.9333333333333333
Bec Cvilikas,"Sunshine Coast, Queensland",Senior Beauty Consultant,36,13,25.0,5.0,0.8666666666666667
Izzy Sharman-Firth,"Brisbane, Queensland",HR Advisor,36,13,29.0,1.0,0.8666666666666667
Kaitlyn Bunyan-Hoppe,"Gold Coast, Queensland",Personal Assistant,36,12,26.0,4.0,0.8
Juliette Herrera,"Sydney, New South Wales",Stylist,36,11,34.0,4.0,0.7333333333333333
Maddy Carver,"Hobart, Tasmania",Teacher,36,11,25.0,5.0,0.7333333333333333
Steph Harper,"Geelong, Victoria",Special Needs Teacher,36,11,26.0,4.0,0.7333333333333333
Roxi Kenny,"Brisbane, Queensland",Mechanical Engineer,36,10,29.0,1.0,0.6666666666666666
Nicole Campbell,"Sydney, New South Wales",Professional Dancer,36,9,26.0,4.0,0.6
Bel Colwell,"Walgett, New South Wales",Media Buyer,36,8,25.0,5.0,0.5333333333333333
Areeba Emmanuel,"Sydney, New South Wales",Home Loan Officer,36,7,25.0,5.0,0.4666666666666667
Charley Bond,"Brisbane, Queensland",P.E. Teacher,36,7,25.0,5.0,0.4666666666666667
Gemma White,"Gold Coast, Queensland",Property Manager,36,7,28.0,2.0,0.4666666666666667
Laura Calleri,"Perth, Western Australia",Marketing Coordinator,36,7,24.0,6.0,0.4666666666666667
Marg Zogoulas,"Melbourne, Victoria",Car Sales Consultant,36,7,23.0,7.0,0.4666666666666667
Kristina Abramoff,"Perth, Western Australia",PhD Scholar,36,6,24.0,6.0,0.4
Rosemary Sawtell,"Brisbane, Queensland",Retail Manager,36,6,23.0,7.0,0.4
Clare Lange,"Perth, Western Australia",Administration Assistant,36,5,26.0,4.0,0.3333333333333333
Zoe-Clare McDonald,"Brisbane, Queensland",Sales Manager,36,5,23.0,7.0,0.3333333333333333
Georgie Glass,"Hobart, Tasmania",Project Manager,36,3,32.0,2.0,0.2
Leilani Vakaahi,"Forster, New South Wales",Partnerships Manager,36,3,27.0,3.0,0.2
Marlaina McPhillips,"Melbourne, Victoria",Fundraising Coordinator,36,3,31.0,1.0,0.2
Nadine Kodsi,"Melbourne, Victoria",Entrepreneur,36,1,30.0,0.0,0.06666666666666667
Paige Royal,"Melbourne, Victoria",Professional Model,36,1,31.0,1.0,0.06666666666666667
Holly Kingston,"Sydney, New South Wales",Marketing Manager,37,17,27.0,4.0,1.0
Brooke Cleal,"Melbourne, Victoria",Occupational Therapist,37,16,27.0,4.0,0.9411764705882353
"Jacinta ""Jay"" Lal","Sydney, New South Wales",Nutritionist,37,15,31.0,0.0,0.8823529411764706
Carlie Hodges,"Melbourne, Victoria",Corporate Lawyer,37,14,33.0,2.0,0.8235294117647058
Lily Price,"Melbourne, Victoria",Crane Operator,37,13,23.0,8.0,0.7647058823529411
"Ashlee ""Ash"" Lawson","Brisbane, Queensland",Dance Teacher,37,13,34.0,3.0,0.7647058823529411
Laura O'Loughlin,"Adelaide, South Australia",Speech Pathologist,37,12,28.0,3.0,0.7058823529411765
Tahnee Leeson,"Melbourne, Victoria",Corporate Travel Manager,37,11,27.0,4.0,0.6470588235294118
Stephanie Lynch,"Perth, Western Australia",Business Development Manager,37,10,27.0,4.0,0.5882352941176471
Rebekah Modernel,"Sydney, New South Wales",Youth Support Worker,37,9,27.0,4.0,0.5294117647058824
Sierah Swepstone,"Melbourne, Victoria",Technical Analyst,37,8,28.0,3.0,0.47058823529411764
Stevie Grey,"Brisbane, Queensland",Hair Stylist,37,7,29.0,2.0,0.4117647058823529
Tatum Hargraves,"Gold Coast, Queensland",Company Director,37,7,26.0,5.0,0.4117647058823529
Ashleigh Freckleton,"Melbourne, Victoria",Speech Pathologist,37,6,28.0,3.0,0.35294117647058826
Elena Wee,"Sydney, New South Wales",Personal Trainer,37,5,33.0,2.0,0.29411764705882354
Hannah Norman,"Sydney, New South Wales",Nurse,37,4,26.0,5.0,0.23529411764705882
Tamlyn Hoskins,"Sydney, New South Wales",Customer Service Officer,37,4,25.0,6.0,0.23529411764705882
Chanel Tang,"Sydney, New South Wales",Flight Manager,37,3,34.0,3.0,0.17647058823529413
Madison Allen,"Melbourne, Victoria",Marketing Co-Ordinator,37,3,24.0,7.0,0.17647058823529413
Belinda Robinson,"Sunshine Coast, Queensland",Criminal Lawyer,37,2,29.0,2.0,0.11764705882352941
Jacinta Boys,"Melbourne, Victoria",Executive Recruiter,37,2,29.0,2.0,0.11764705882352941
Annabelle O'Regan,"Sydney, New South Wales",Medical Equipment Installer,37,1,28.0,3.0,0.058823529411764705
Lauren Jenkins,"Adelaide, South Australia",Office Administrator,37,1,29.0,2.0,0.058823529411764705
Bianka Kamber,"Mississauga, Ontario",Nurse,38,8,28,1,1.0
Whitney Lee,"Calgary, Alberta",Administrative Assistant,38,7,24,5,0.875
Kara Henderson,"Delta, British Columbia",Grad Student,38,6,25,4,0.75
Gabrielle Dipersico,"Oakville, Ontario",Law Student,38,5,24,5,0.625
Ana Calin,"Ottawa, Ontario",Server,38,4,26,3,0.5
Britany Boutin,"Swift Current, Saskatchewan",Nurse,38,4,23,6,0.5
Laura Bateman,"Ottawa, Ontario",Cocktail Waitress,38,4,23,6,0.5
Chantelle Harink,"Sylvan Lake, Alberta",Pastor,38,4,25,4,0.5
Michelle Beilhartz,"Newmarket, Ontario",Yoga Instructor,38,3,27,2,0.375
Nicole De Vries,"St. Thomas, Ontario",Optician,38,3,25,4,0.375
Sophie LeBlanc,"Moncton, New Brunswick",University Recruitment Agent,38,3,26,3,0.375
Tia Borden,"Ottawa, Ontario",Marketing Coordinator,38,3,25,4,0.375
Laura F.,"Winnipeg, Manitoba",Medical Student,38,2,23,6,0.25
Melissa Marie Peters,"North Vancouver, British Columbia",Playboy Model,38,2,28,1,0.25
Michelle Vessey,"Calgary, Alberta",Petroleum Land Administrator,38,2,26,3,0.25
Stephanie Wuethrich,"Montreal, Quebec",Model/Neuroscientist,38,2,32,3,0.25
Amber Zubriski,"Winnipeg, Manitoba",Strip Club Server,38,1,29,0,0.125
Clarice Ching,"Toronto, Ontario",Office Administrator,38,1,25,4,0.125
Fawn F.,"Ajax, Ontario",Sales Associate,38,1,25,4,0.125
Mindy Olson,"Rocky Mountain House, Alberta",Photo Lab Manager,38,1,33,4,0.125
Rebecca Harrison,"Toronto, Ontario",Real Estate Agent,38,1,27,2,0.125
Sandy Denham,"Wetaskiwin, Alberta",Makeup Artist,38,1,29,0,0.125
Tina Petrick,"Thunder Bay, Ontario",Trial Lawyer,38,1,26,3,0.125
Tracy,"Victoria, British Columbia",Grad Student,38,1,28,1,0.125
April Brockman,"Wasaga Beach, Ontario",Realtor,39,9,27,1,1.0
Trisha Vergo,"Edmonton, Alberta",Beauty Queen,39,8,28,0,0.8888888888888888
Sachelle Violette,"Sudbury, Ontario",University Recruitment Coordinator,39,7,24,4,0.7777777777777778
Lisa Racz,"Calgary, Alberta",Hairstylist,39,7,25,3,0.7777777777777778
Kaylynn Taylor,"Vancouver, British Columbia",Ballerina,39,6,26,2,0.6666666666666666
Dominique Kost,"Montreal, Quebec",Reception & IT,39,5,28,0,0.5555555555555556
Natalie Elliott,"Cambridge, Ontario",Elementary French Teacher,39,4,27,1,0.4444444444444444
Rileigh Perin,"Kingston, Ontario",Philosophy Student/Waitress,39,4,23,5,0.4444444444444444
April Borgnetta,"Victoria, British Columbia",Wax Artist,39,3,30,2,0.3333333333333333
Christine White,"Vancouver, British Columbia",Music Teacher,39,3,29,1,0.3333333333333333
Jenny Campion,"Hong Kong / Vancouver, British Columbia",Personal Trainer,39,3,26,2,0.3333333333333333
Martha Reyes Islas,"Cuernavaca, Mexico / Montreal, Quebec",Fashion Buyer,39,3,26,2,0.3333333333333333
Alison Ruiz,"Montreal, Quebec",Nurse,39,2,27,1,0.2222222222222222
Renée-Anne Montpellier,"Sherbrooke, Quebec",ER Doctor,39,2,28,0,0.2222222222222222
Sonia Hoshowsky,"Calgary, Alberta",Lingerie Model,39,2,42,14,0.2222222222222222
Andrea Driedger,"Kelowna, British Columbia",Dental Hygienist,39,1,30,2,0.1111111111111111
Jacqueline Metcalfe,"Toronto, Ontario",Law Office Admin Assistant,39,1,23,5,0.1111111111111111
Jennifer Selinger,"Montreal, Quebec",Joyologist,39,1,26,2,0.1111111111111111
Jewel Brady,"Toronto, Ontario",Accountant,39,1,32,4,0.1111111111111111
Kelsey Palmer,"Calgary, Alberta",Sommelier,39,1,28,0,0.1111111111111111
Raelee Fedyna,"Calgary, Alberta",Gymnast/Art Director,39,1,26,2,0.1111111111111111
Ritiuska Leon,"Puerto Ordaz, Venezuela / Calgary, Alberta",Engineer,39,1,33,5,0.1111111111111111
Sarah Barber,"St. Catharines, Ontario",Personal Trainer Worker,39,1,31,3,0.1111111111111111
Sharan Garcha,"Vancouver, British Columbia",IT Sales,39,1,23,5,0.1111111111111111
